,0,1,2,3,4,5,6,7
228,"Come on now can we talk about it like we used to talk about Hotel in the hills with a carousel Farmhouse in the front a tractor in the lounge Oh oh oh honey I need you round I know I know Listen now can we talk in love and walk the town Be easy now, go hiking through the hills in a summer gown Raise the kids, peace within and make our sound Hear me now, I'm down on knees and praying Though my faith is weak Without you so please baby please give us a chance Make a mends and I will stand until the end A million times a trillion more Oh oh oh honey I need you round I know I know Smile baby don't cry I will only fly with you by my side Baby I'm cornered now Baby don't push me out Lately I walk in doubt Maybe it's crashing down Baby can you save it now Oh oh oh honey I need you round I know I know Oh oh oh honey I need you round I know I know Baby I'm cornered now Baby don't push me out Lately I walk in doubt Maybe it's crashing down Baby I'm cornered now Baby don't push me out Lately I walk in doubt Maybe it's crashing down",,,,,,,
229,,,,,,,,
230,,,,,,,,
231,,,,,,,,
232,,,,,,,,
233,,,,,,,,
234,,,,,,,,
235,,,,,,,,
236,,,,,,,,
237,,,,,,,,
238,,,,,,,,
239,,,,,,,,
240,,,,,,,,
241,"What the world needs now is love sweet love, Its the only thing that there's just to little of, What the world needs now is love sweet love, No, not just for some but for everyone, Lord we don't need another mountain, There are mountains and hillsides, Enough to climb There are oceans and rivers, Enough to cross, enough to last till the end of time, What the world needs now is love sweet love, Its the only thing that there's just to little of, What the world needs now is love sweet love, No, not just for some but for everyone, Lord, we don't need another meadow, There are cornfields and wheat fields, Enough to grow There are sunbeams and moonbeams, Enough to shine, Oh listen lord, if you want to no, What the world needs now is love sweet love, Its the only thing that there's just to little of, What the world needs now is love sweet love, No, not just for some, Oh but just for every every everyone What the world needs now (oh) Is love sweet love (is love) What the world needs now (oh) Is love sweet love (is love) What the world needs now (oh) Is love sweet love (is love)",,,,,,,
242,,,,,,,,
243,,,,,,,,
244,,,,,,,,
245,"Could you believe The same old story It never bores me Though I've heard it all before. Her name was Georgia And she was gorgeous. When she adored ya The whole room would get to know. Like a movie that is filled with lust Coming at you with a double D bust. At the bed of a wounded soldier In a rush cause she's gettin' older. Hanging out in the fancy bars With the boys who can play guitar. Listen up 'cause I've got to warn ya She's gonna make it out in California. Hey you what's a good girl like you Doin' in this crazy world? Where's the good gone girl? Dance, dance to the life you wanted When you were only seventeen With your good girl dream. Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh good gone girl Could you believe The same old phonies Those painted ponies That you've ridden all before. Her name was April But she was hateful. Enough to make you Want to run right out the door. I can tell you what you want the most Hang around for the champagne toast. When the end of the night gets tricky Don't you know that beggars can't be picky? Lookin' out for a man who's golden Doesn't matter if he's old, he's rollin'. Coming at you like a desperate hunter Sugar daddy but he's just a munter. Hey you what's a good girl like you Doin' in this crazy world? Where's the good gone girl? Dance, dance to the life you wanted When you were only seventeen With your good girl dream. Dance, dance to the life you wanted When you were only seventeen With your good girl dream. Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh good gone girl She's walkin' around all over the town. Needs somebody to notice but the goodness gets her down. She's happy to choose somebody to use. Good gone girl she's got nothin' left to lose. She's walkin' around all over the town. Needs somebody to notice but the goodness gets her down. She's happy to choose somebody to use. Good gone girl she's got nothin' left to lose.",,,,,,,
246,"Tremble you weaklings, cower in fear I am your ruler, land, sea and air Immense in my girth, erect I stand tall I am a nuclear murderer I am Polaris Ready to pounce at the touch of a button My system locked in on military gluttons I rule on land, air and sea Pass judgment on humanity Winds blow from the bowels of hell Will we give warning, only time will tell Satan rears his ugly head, to spit into the wind I spread disease like a dog Discharge my payload a mile high Rotten egg air of death wrestles your nostrils Launch the Polaris, the end doesn't scare us When will this cease The warheads will all rust in peace Bomb shelters filled to the brim Survival such a silly whim World leaders sell missiles cheap Your stomach turns, your flesh creeps High priest of holocaust, fire from the sea Nuclear winter spreading disease The day of final conflict All pay the price The third world war Rapes peace, takes life Back to the start, talk of the part When the earth was cold as ice Total dismay as the sun passed away And the days where black as night Eradication of earth's Population loves Polaris",,,,,,,
247,,,,,,,,
248,,,,,,,,
249,,,,,,,,
250,,,,,,,,
251,,,,,,,,
252,,,,,,,,
253,Eurus Afer Ventus So the world goes round and round With all you ever knew They say the sky high above Is Caribbean blue If every man says all he can If every man is true Do I believe the sky above Is Caribbean blue  Boreas  Zephryus  If all you told was turned to gold If all you dreamed was new Imagine sky high above In Caribbean blue,,,,,,,
254,9 am In your bedroom The radio alarm clock Is set for soon I know you friends And you know mine too You don?t tell on me I won?t tell on you I get around Seconds to your elevator From the station How can I resist That kinda invitation Second floor and I?m in trouble Gotta get me back down to street level I get around Here I come when I better go I say yes when I ought to say no Here I come when I better go I say yes when I ought to say no Quietly slide away off the mattress Find my clothing on the bed post So I tip toe out of this mess As I slip back into last nights dress I get around Put a little lipstick back on my face Blow a little kiss to you from the doorway Walk the hall right past the stair case Take the elevator back down out of this place I get around Here I come when I better go I say yes when I ought to say no Here I come when I better go I say yes when I ought to say no I say yes when I ought to say no I say yes when I ought to say no I say yes I say yes I say yes I say yes I say yes Say yes Say ya,,,,,,,
