,0,1
541,"Oh, oh, oh, oh, oh, oh, oh, oh, oh Strange, how you stopped loving me (loving me) How you stopped needing me (needing me) When she came along (oh, oh, oh, oh) Strange, you changed like night and day (night and day) Just up and walked away (walked away) When she came along (oh, oh, oh, oh) Hey, uh, uh, oh baby baby I was upset and you know you shady Blame it on me like I'm fugazy I put in work and you got lazy Now you sayin' it's shame on me You left with a chick with a set of double d's Why should we separate like Siamese Didn't anybody tell you sex better in threes I can be the reason that you both knock kneed If I tell my homie zulee he wouldn't knock me Try to tell me lies, but you're so sloppy When you leave with your friends, they all jock me I understand if she know how to please you I understand if she lovin' and tease you In my right mind I should probably leave you Why can't all three of us be peoples Strange, how you stopped loving me (loving me) How you stopped needing me (needing me) When she came along (oh, oh, oh, oh) Strange, you changed like night and day (night and day) Just up and walked away (walked away) When she came along (oh, oh, oh, oh) Yo, please listen Uh, uh, don't dip out baby I can live life fine with two ladies Two heads are better than the one god gave me And I'm messed up, been stressin' lately Please tell me, know you gotta feel how I feel Imagine us lounging together and I feel you, while you feel her, and she feel me Love triangle, love in all angles If you spend more time, I won't trip or spazz out 'long as when we home we freak out And let your friends know exactly what we 'bout More heavy fam, we living our dreams out Sexy, I know you probably think you can be stress-free Without K.I.D. but you gon' see if you ever left, never get it better You'll miss me Ohh baby, ohh baby, just talk to me, just tell me let's work it out Hey baby, I need you baby (both of y'all) Baby, I need you baby (both of y'all) I need you baby.oh, oh, oh, oh, na na oh, na na oh Oh, oh, oh, oh, na na oh, na na oh, na, oh Take my hand, baby girl let's roll I can make you feel okay, just take my hand, both of you I can make you feel okay, okay Ohh baby, ohh baby, just talk to me, just tell me let's work it out Hey baby, I need you baby (both of y'all) Baby, I need you baby (both of y'all) I need you baby.oh, oh, oh, oh, na na oh, na na oh Oh, oh, oh, oh, na na oh, na na oh, na, oh Ohh baby, ohh baby, just talk to me, just tell me let's work it out Hey baby, I need you baby (both of y'all) Baby, I need you baby (both of y'all) I need you baby.oh, oh, oh, oh, na na oh, na na oh Oh, oh, oh, oh, na na oh, na na oh, na, oh Oh, oh, oh, oh, na na oh, na na oh Oh, oh, oh, oh, na na oh, na na oh, na, oh",
542,,
543,,
544,,
545,,
546,,
547,"We used to leave the blue lights on And there was a beat Ever since you have been gone it's all caffeine-free Faux punk fatigues Said it all before They try to kick it, their feet fall asleep Get no harm done no None of them want to fight me Combat baby come back baby Fight off the lethargy Don't go quietly Combat baby Said you would never give up easy Combat baby come back Get back in town I want to paint it black Want to get around Easy living crowd so flat Said it all before They try to kick it, their feet fall asleep I want to be wrong but No one here wants to fight me like you do Combat baby come back baby Fight off the lethargy Don't go quietly Combat baby Said you would never give up easy Combat baby come back I try to be so nice Compromise Who gets it good? Every mighty mild seventies child Every mighty mild seventies child Beats me Do doo doo doo Combat baby come back baby Combat baby come back Bye bye bye bye bye bye bye bye baby Combat baby come back How I miss your ranting Do you miss my all time lows",
548,,
549,,
550,Sort of wonder why No one said a word Don't you like it on the sly Don't you like it 'till it hurts Have I been on your mind What's a voice without a song Something in your head You've been fighting all the long I don't want to say it The news is not so good We'll never get away And even if we could We'd just play the tambourine Around an open flame Oversleep and burn To be back in the game 'Cause summer never comes Nowhere near high noon And winter never comes Nor the harvest moon Raw sugar I don't want to die Living in a high rise grave My baby come home Same black day High rise grave Raw sugar I don't want to die Living in a high rise grave My baby come home Same black day High rise grave No I'm not complaining Yes it could be worse Ferment on the wish bone Match the lips to the purse Neighborhood's a runway Fry the ass and thighs Dirty diamond dealers Pushed behind the ire's And summer never comes Nowhere near high noon And winter never comes Nor the harvest moon Raw sugar I don't want to die Living in a high rise grave My baby come home Same black day High rise grave Raw sugar I don't want to die Living in a high rise grave My baby come home Same black day High rise grave Still I wear the red dress Paint my toes and twirl Take it back to old times Back when I was still a girl 'Cause now I'm all baboon boys Cootchie cootchie coo Sort of wonder why I missed a kiss for you 'Cause summer never comes Same black day High rise grave Winter never comes Summer never comes Summer never comes Summer never comes,
551,,
552,"The cup of life, this is the one Now is the time, don't ever stop Push it along, gotta be strong Push it along, right to the top The feelin' in your soul is gonna take control Nothing can hold you back if you really want it I see it in your eyes you want the cup of life Now that the day is here, gotta go and get it Do you really want it? (Yeah!) Do you really want it? (Yeah!) Here we go! Ale, ale, ale! Go, go, go! Ale, ale, ale! Tonight's the night we're gonna celebrate The cup of life! Ale, ale, ale! The cup of life, it's do or die It's here, it's now, turn up the lights Push it along, then let it roll Push it along, go, go, goal And when you feel that heat, the world is at your feet No one can hold you down if you really want it Just steal your destiny, rght from the hands of fate Reach for the cup of life 'cause your name is on it Do you really want it (Yeah!) Do you really want it (Yeah!) Here we go! Ale, ale, ale! Go, go, go! Ale, ale, ale! Tonight's the night we're gonna celebrate The cup of life! Ale, ale, ale! The feelin' in your soul is gonna take control Nothing can hold you back if you really want it I see it in your eyes you want the cup of life Now that the day is here, we're gotta go and get it Do you really want it? (Yeah!) Do you really want it? (Yeah!) Do you really want it (Yeah! Yeah! Yeah!) Here we go! Ale, ale, ale! Go, go, go! Ale, ale, ale! Tonight's the night we're gonna celebrate The cup of life! Ale, ale, ale! Un, dos, tres! Ole, ole, ole! Un, deux, trois! Ale, Ale, Ale! Tonight's the night we're gonna celebrate The cup of life! Ale, ale, ale!",
