,0,1
217,"You got to go loco, this ain't no joke yo Too much hype on the television radio What you want to buy and what you want to be 'Cause what you want is right there on the TV screen And you be down with what they're selling MTV got everybody yellin' Get off Get off on it Get off on what you want when you want it (x 2) Running & running & running through through my head They tell you it was good forever But I know that it's now or never (x 2) These times are trying, kid I ain't lying 'Cause everyone's got something to sell when you're buying What you want to look like and what you want to be 'Cause what you want is right there on the TV screen And you be down with what they're selling MTV got everybody yellin' Get off Get off on it Get off on what you want when you want it (x 2) Running & running & running through through my head They tell you it was good forever But I know that it's now or never (x 2) Take away from me, away from me yeah Take away from me, away from me yeah Take away from me, away from me yeah Take away from me, away from me Get off Get off on it Get off on what you want when you want it Get off Get off on it Get off on what you want, what you want, what you want Running & running & running through through my head They tell you it was good forever But I know that it's now or never (x 2) Take away from me, away from me yeah Take away from me, away from me yeah Take away from me, away from me yeah Take away from me, away from me",
218,"You got to go loco, this ain't no joke yo Too much hype on the television radio What you want to buy and what you want to be 'Cause what you want is right there on the TV screen And you be down with what they're selling MTV got everybody yellin' Get off Get off on it Get off on what you want when you want it (x 2) Running & running & running through through my head They tell you it was good forever But I know that it's now or never (x 2) These times are trying, kid I ain't lying 'Cause everyone's got something to sell when you're buying What you want to look like and what you want to be 'Cause what you want is right there on the TV screen And you be down with what they're selling MTV got everybody yellin' Get off Get off on it Get off on what you want when you want it (x 2) Running & running & running through through my head They tell you it was good forever But I know that it's now or never (x 2) Take away from me, away from me yeah Take away from me, away from me yeah Take away from me, away from me yeah Take away from me, away from me Get off Get off on it Get off on what you want when you want it Get off Get off on it Get off on what you want, what you want, what you want Running & running & running through through my head They tell you it was good forever But I know that it's now or never (x 2) Take away from me, away from me yeah Take away from me, away from me yeah Take away from me, away from me yeah Take away from me, away from me",
219,,
220,,
221,,
222,,
223,,
224,,
225,,
226,,
227,,
228,"Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Right about now, 'bout now 'Bout now, 'bout now Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The fun- bro- Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now, 'bout now 'Bout now, 'bout now, 'bout now, 'bout now 'Bout, 'bout, 'bout, 'bout, 'bout, 'bout, 'bout, 'bout Funk, funk, funk, funk, funk, funk, bro, bro, bro, bro, bro Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul bro, bro, bro, bro Right about now Funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now, 'bout now 'Bout now, 'bout now, 'bout now, 'bout now Right about now, 'bout now 'Bout now, 'bout now, 'bout now, 'bout now Right about now, 'bout now 'Bout now, 'bout now, 'bout now, 'bout now Right about now, 'bout now 'Bout now, 'bout now, 'bout now, 'bout now Right about now, 'bout now 'Bout now, 'bout now, 'bout now, 'bout now Right about now, 'bout now 'Bout now, 'bout now, 'bout now, 'bout now Right about now, 'bout now 'Bout now, 'bout now, 'bout now, 'bout now Right about now, 'bout now 'Bout now, 'bout now, 'bout now, 'bout now Right about now, 'bout now 'Bout now, 'bout now, 'bout now, 'bout now Right about now, 'bout now 'Bout now, 'bout now, 'bout now, 'bout now Right about  Funk Right, right Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother Right about now The funk soul brother Check it out now The funk soul brother",
